Date,Customer/Vendor Name,Remark,Increase,Release Qty,Inventory Qty
05/Aug/2024 ,SIME DARBY PLANTATION BERHAD,QT230900066,,1.00,96.00
05/Aug/2024 ,SIME DARBY PLANTATION BERHAD,QT231000058,,1.00,95.00
05/Aug/2024 ,SIME DARBY PLANTATION BERHAD,QT231100097,,1.00,94.00
07/Aug/2024 ,ACE DUPLEX SDN BHD,,,1.00,93.00
09/Aug/2024 ,MAJLIS BANDARAYA IPOH,,,1.00,92.00
09/Aug/2024 ,MAJLIS BANDARAYA IPOH,,,1.00,91.00
20/Aug/2024 ,SD GUTHRIE BERHAD,QT240700013,,1.00,90.00
21/Aug/2024 ,SD GUTHRIE BERHAD,QT240700018,,1.00,89.00
22/Aug/2024 ,YANG DIPERTUA MAJLIS DAERAH TAPAH,QT240500070,,1.00,88.00
27/Aug/2024 ,YANG DIPERTUA MAJLIS DAERAH GERIK,,,1.00,87.00
30/Aug/2024 ,PN. SITI MARIYANI AHMAD,,,1.00,86.00
30/Aug/2024 ,SD GUTHRIE BERHAD,QT240700133,,1.00,85.00
30/Aug/2024 ,SD GUTHRIE BERHAD,"RM016 , RM017",,2.00,83.00
30/Aug/2024 ,SD GUTHRIE BERHAD,QT230600064,,3.00,80.00
30/Aug/2024 ,MAJLIS BANDARAYA IPOH,,,1.00,79.00
30/Aug/2024 ,MAJLIS BANDARAYA IPOH,,,1.00,78.00
31/Aug/2024 ,MAJLIS BANDARAYA IPOH,,,1.00,77.00
31/Aug/2024 ,MAJLIS BANDARAYA IPOH,,,1.00,76.00
31/Aug/2024 ,MAJLIS BANDARAYA IPOH,,,1.00,75.00
31/Aug/2024 ,MAJLIS BANDARAYA IPOH,,,1.00,74.00
31/Aug/2024 ,MAJLIS BANDARAYA IPOH,,,1.00,73.00
31/Aug/2024 ,MAJLIS BANDARAYA IPOH,,,1.00,72.00
31/Aug/2024 ,MAJLIS BANDARAYA IPOH,,,1.00,71.00
31/Aug/2024 ,MAJLIS BANDARAYA IPOH,,,1.00,70.00
31/Aug/2024 ,[Adjust] ,,,-10.00,80.00
31/Aug/2024 ,[Adjust] ,,,-1.00,81.00
31/Aug/2024 ,[Adjust] ,,,2.00,79.00
31/Aug/2024 ,[Adjust] ,,,4.00,75.00
31/Aug/2024 ,[Adjust] ,,,4.00,71.00
31/Aug/2024 ,[Adjust] ,,,-1.00,72.00
31/Aug/2024 ,[Adjust] ,,,-5.00,77.00
31/Aug/2024 ,[Adjust] ,,,6.00,71.00
31/Aug/2024 ,[Adjust] ,,,1.00,70.00
09/Sep/2024 ,SD GUTHRIE BERHAD,,,1.00,69.00
12/Sep/2024 ,BIOGREEN EVOLUTION SDN BHD,,,1.00,68.00
19/Sep/2024 ,MAJLIS BANDARAYA IPOH,,,1.00,67.00
19/Sep/2024 ,MAJLIS BANDARAYA IPOH,,,1.00,66.00
19/Sep/2024 ,MAJLIS BANDARAYA IPOH,,,1.00,65.00
19/Sep/2024 ,MAJLIS BANDARAYA IPOH,,,1.00,64.00
19/Sep/2024 ,MAJLIS BANDARAYA IPOH,,,1.00,63.00
19/Sep/2024 ,MAJLIS BANDARAYA IPOH,,,1.00,62.00
19/Sep/2024 ,MAJLIS BANDARAYA IPOH,,,1.00,61.00
19/Sep/2024 ,MAJLIS BANDARAYA IPOH,,,1.00,60.00
19/Sep/2024 ,MAJLIS BANDARAYA IPOH,,,1.00,59.00
19/Sep/2024 ,MAJLIS BANDARAYA IPOH,,,1.00,58.00
20/Sep/2024 ,SD GUTHRIE BERHAD,,,1.00,57.00
25/Sep/2024 ,YANG DIPERTUA MAJLIS DAERAH PERAK TENGAH,QT240700158,,1.00,56.00
27/Sep/2024 ,SD GUTHRIE BERHAD,QT240800135,,1.00,55.00
27/Sep/2024 ,ACHI JAYA PLANTATIONS SDN BHD,,,1.00,54.00
30/Sep/2024 ,PERKHIDMATAN ARAH (M) SDN BHD,,,1.00,53.00
30/Sep/2024 ,MAJLIS BANDARAYA IPOH,,,1.00,52.00
11/Oct/2024 ,[Internal Use] WIDE AGRO VENTURES SDN BHD (BINTULU BRANCH),,,1.00,51.00
18/Oct/2024 ,OREC CO. LTD,ON2408002,50.00,,101.00
18/Oct/2024 ,OREC CO. LTD,ON2408002,100.00,,201.00
21/Oct/2024 ,SD GUTHRIE BERHAD,QT240700145,,1.00,200.00
21/Oct/2024 ,SD GUTHRIE BERHAD,QT240700148,,1.00,199.00
21/Oct/2024 ,MAJLIS BANDARAYA IPOH,,,1.00,198.00
23/Oct/2024 ,ACE DUPLEX SDN BHD,,,1.00,197.00
23/Oct/2024 ,TERRA SANDS SDN BHD,,,1.00,196.00
30/Oct/2024 ,YP PLANTATION HOLDINGS SDN BHD,,,1.00,195.00
30/Oct/2024 ,MAJLIS BANDARAYA IPOH,,,1.00,194.00
30/Oct/2024 ,MAJLIS BANDARAYA IPOH,,,1.00,193.00
30/Oct/2024 ,MAJLIS BANDARAYA IPOH,,,1.00,192.00
30/Oct/2024 ,MAJLIS BANDARAYA IPOH,,,1.00,191.00
30/Oct/2024 ,MAJLIS BANDARAYA IPOH,,,1.00,190.00
30/Oct/2024 ,MAJLIS BANDARAYA IPOH,,,1.00,189.00
19/Nov/2024 ,PAMOL PLANTATIONS SDN BHD,,,1.00,188.00
29/Nov/2024 ,YANG DIPERTUA MAJLIS DAERAH PERAK TENGAH,QT240200036,,1.00,187.00
29/Nov/2024 ,YANG DIPERTUA MAJLIS DAERAH PERAK TENGAH,QT240500065,,1.00,186.00
29/Nov/2024 ,MAJLIS BANDARAYA IPOH,,,1.00,185.00
05/Dec/2024 ,YANG DIPERTUA MAJLIS DAERAH PERAK TENGAH,QT230600068,,1.00,184.00
05/Dec/2024 ,YANG DIPERTUA MAJLIS DAERAH PERAK TENGAH,QT230500052,,1.00,183.00
06/Dec/2024 ,SIME DARBY PLANTATION BERHAD,QT230300022,,1.00,182.00
18/Dec/2024 ,SD GUTHRIE BERHAD,QT241000196,,2.00,180.00
26/Dec/2024 ,MAJLIS BANDARAYA IPOH,,,1.00,179.00
26/Dec/2024 ,MAJLIS BANDARAYA IPOH,,,1.00,178.00
26/Dec/2024 ,MAJLIS BANDARAYA IPOH,,,1.00,177.00
26/Dec/2024 ,MAJLIS BANDARAYA IPOH,,,1.00,176.00
30/Dec/2024 ,YANG DIPERTUA MAJLIS DAERAH PERAK TENGAH,QT240600039,,1.00,175.00
30/Dec/2024 ,YP PLANTATION HOLDINGS SDN BHD,,,1.00,174.00
31/Dec/2024 ,SD GUTHRIE BERHAD,QT240700088,,3.00,171.00
28/Jan/2025 ,HRA CONSTRUCTION SDN BHD,,,1.00,170.00
13/Feb/2025 ,OREC CO. LTD,,26.00,,196.00
13/Feb/2025 ,OREC CO. LTD,,26.00,,222.00
13/Feb/2025 ,PEMBINAAN ENG LEE JAYA SDN BHD,,,2.00,220.00
25/Feb/2025 ,SD GUTHRIE BERHAD,QT250100130,,1.00,219.00
28/Feb/2025 ,UNIVERSITI SULTAN AZLAN SHAH,,,1.00,218.00
28/Feb/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,217.00
28/Feb/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,216.00
28/Feb/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,215.00
28/Feb/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,214.00
28/Feb/2025 ,SD GUTHRIE BERHAD,QT250200129,,1.00,213.00
28/Feb/2025 ,SD GUTHRIE BERHAD,QT250200130,,1.00,212.00
28/Feb/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,211.00
28/Feb/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,210.00
28/Feb/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,209.00
28/Feb/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,208.00
28/Feb/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,207.00
28/Feb/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,206.00
28/Feb/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,205.00
28/Feb/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,204.00
28/Feb/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,203.00
28/Feb/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,202.00
28/Feb/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,201.00
28/Feb/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,200.00
28/Feb/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,199.00
06/Mar/2025 ,YANG DIPERTUA MAJLIS DAERAH TAPAH,QT250100145,,1.00,198.00
11/Mar/2025 ,YP PLANTATION HOLDINGS SDN BHD,,,1.00,197.00
12/Mar/2025 ,SD GUTHRIE BERHAD,QT250200127,,1.00,196.00
14/Mar/2025 ,BIOGREEN EVOLUTION SDN BHD,,,2.00,194.00
20/Mar/2025 ,PUNCAK PERKHIDMATAN KOMPLEKS SDN BHD,,,1.00,193.00
26/Mar/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,192.00
27/Mar/2025 ,TN. MIOR MOHD ZAINI BIN ABDULLAH,,,1.00,191.00
28/Mar/2025 ,IOI PLANTATION SDN BHD SAGIL ESTATE,,,1.00,190.00
28/Mar/2025 ,SD GUTHRIE BERHAD,QT250300058,,1.00,189.00
28/Mar/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,188.00
28/Mar/2025 ,MAJLIS BANDARAYA IPOH,MBI 642,,1.00,187.00
28/Mar/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,186.00
28/Mar/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,185.00
28/Mar/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,184.00
28/Mar/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,183.00
28/Mar/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,182.00
10/Apr/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,181.00
15/Apr/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,180.00
15/Apr/2025 ,DESA MILENIA ENTERPRISE,,,1.00,179.00
22/Apr/2025 ,AK MAJU LEGACY,,,1.00,178.00
28/Apr/2025 ,ACHI JAYA PLANTATIONS SDN BHD,,,1.00,177.00
28/Apr/2025 ,KEJORA IMPIAN RESOURCES,,,2.00,175.00
28/Apr/2025 ,NAUQAZ ENTERPRISE,,,1.00,174.00
30/Apr/2025 ,PERKHIDMATAN ARAH (M) SDN BHD,,,1.00,173.00
30/Apr/2025 ,TN. HJ. ABD GHANI BIN ISMAIL,,,1.00,172.00
30/Apr/2025 ,ACE DUPLEX SDN BHD,,,1.00,171.00
30/Apr/2025 ,BIOGREEN EVOLUTION SDN BHD,,,1.00,170.00
30/Apr/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,169.00
30/Apr/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,168.00
30/Apr/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,167.00
30/Apr/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,166.00
30/Apr/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,165.00
30/Apr/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,164.00
30/Apr/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,163.00
30/Apr/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,162.00
30/Apr/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,161.00
30/Apr/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,160.00
30/Apr/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,159.00
06/May/2025 ,AK MAJU LEGACY,,,1.00,158.00
07/May/2025 ,YI FONG AGRO FRUIT,,,1.00,157.00
07/May/2025 ,TERRA SANDS SDN BHD,,,1.00,156.00
14/May/2025 ,BANDAR RIMBAYU SDN BHD,,,1.00,155.00
15/May/2025 ,YANG DIPERTUA MAJLIS DAERAH BATU GAJAH,QT250400027,,1.00,154.00
19/May/2025 ,YANG DIPERTUA MAJLIS DAERAH PERAK TENGAH,QT250400146,,1.00,153.00
22/May/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,152.00
22/May/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,151.00
22/May/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,150.00
22/May/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,149.00
22/May/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,148.00
22/May/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,147.00
22/May/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,146.00
22/May/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,145.00
22/May/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,144.00
22/May/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,143.00
22/May/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,142.00
22/May/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,141.00
22/May/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,140.00
26/May/2025 ,YP PLANTATION HOLDINGS SDN BHD,,,1.00,139.00
26/May/2025 ,ALAM BERSIH SDN BHD,,,1.00,138.00
29/May/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,137.00
29/May/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,136.00
29/May/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,135.00
29/May/2025 ,[Adjust] ,"DISC. MAY'25 < APR'25'24, MIN VALUE DISC.",,6.00,129.00
30/May/2025 ,TN BAHAROM BIN HAMZAH,,,1.00,128.00
30/May/2025 ,PEMBINAAN ENG LEE JAYA SDN BHD,,,1.00,127.00
06/Jun/2025 ,ABDULLAH BIN YAHYA,,,1.00,126.00
10/Jun/2025 ,BIOGREEN EVOLUTION SDN BHD,,,1.00,125.00
12/Jun/2025 ,PERKHIDMATAN ARAH (M) SDN BHD,,,1.00,124.00
12/Jun/2025 ,MR. TAI HAKAU,,,1.00,123.00
12/Jun/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,122.00
18/Jun/2025 ,ACHI JAYA PLANTATIONS SDN BHD,,,1.00,121.00
19/Jun/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,120.00
19/Jun/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,119.00
19/Jun/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,118.00
19/Jun/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,117.00
19/Jun/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,116.00
19/Jun/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,115.00
19/Jun/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,114.00
19/Jun/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,113.00
19/Jun/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,112.00
19/Jun/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,111.00
19/Jun/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,110.00
20/Jun/2025 ,TN. KAMAL,,,1.00,109.00
25/Jun/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,108.00
25/Jun/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,107.00
25/Jun/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,106.00
25/Jun/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,105.00
25/Jun/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,104.00
26/Jun/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,103.00
26/Jun/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,102.00
26/Jun/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,101.00
26/Jun/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,100.00
26/Jun/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,99.00
26/Jun/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,98.00
26/Jun/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,97.00
26/Jun/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,96.00
26/Jun/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,95.00
29/Jun/2025 ,[Adjust] ,"DISC. JUNE'25 > APR'25, MIN VALUE DISC.",,-53.00,148.00
30/Jun/2025 ,SD GUTHRIE BERHAD,QT250300111,,1.00,147.00
14/Jul/2025 ,YP PLANTATION HOLDINGS SDN BHD,,,1.00,146.00
17/Jul/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,145.00
17/Jul/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,144.00
17/Jul/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,143.00
17/Jul/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,142.00
17/Jul/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,141.00
17/Jul/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,140.00
17/Jul/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,139.00
17/Jul/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,138.00
17/Jul/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,137.00
18/Jul/2025 ,YANG DIPERTUA MAJLIS DAERAH SELAMA,QT250600083,,1.00,136.00
30/Jul/2025 ,YANG DIPERTUA MAJLIS PERBANDARAN TELUK INTAN,QT250600096,,1.00,135.00
31/Jul/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,134.00
31/Jul/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,133.00
31/Jul/2025 ,AK MAJU LEGACY,,,1.00,132.00
31/Jul/2025 ,DESA MILENIA ENTERPRISE,,,1.00,131.00
31/Jul/2025 ,SITICOM ENGINEERING,,,1.00,130.00
31/Jul/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,129.00
31/Jul/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,128.00
31/Jul/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,127.00
05/Aug/2025 ,MR LIN AH WAH,,,1.00,126.00
15/Aug/2025 ,BIOGREEN EVOLUTION SDN BHD,QT250800074,,1.00,125.00
18/Aug/2025 ,LIANG XIANG PLANTATION SDN BHD,,,1.00,124.00
19/Aug/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,123.00
21/Aug/2025 ,CB TRADE SERVICES LLC,,5.00,,128.00
21/Aug/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,127.00
21/Aug/2025 ,SD GUTHRIE BERHAD,QT250700032,,1.00,126.00
21/Aug/2025 ,BIOGREEN EVOLUTION SDN BHD,,,2.00,124.00
22/Aug/2025 ,SD GUTHRIE BERHAD,QT250700006,,1.00,123.00
28/Aug/2025 ,YANG DIPERTUA MAJLIS DAERAH KAMPAR,QT250500253,,1.00,122.00
29/Aug/2025 ,SD GUTHRIE BERHAD,QT250800110,,1.00,121.00
29/Aug/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,120.00
29/Aug/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,119.00
29/Aug/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,118.00
29/Aug/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,117.00
29/Aug/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,116.00
29/Aug/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,115.00
29/Aug/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,114.00
29/Aug/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,113.00
29/Aug/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,112.00
29/Aug/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,111.00
29/Aug/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,110.00
29/Aug/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,109.00
29/Aug/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,108.00
29/Aug/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,107.00
29/Aug/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,106.00
29/Aug/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,105.00
29/Aug/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,104.00
04/Sep/2025 ,OREC CO. LTD,,5.00,,109.00
12/Sep/2025 ,SD GUTHRIE BERHAD,QT250700030,,1.00,108.00
12/Sep/2025 ,SD GUTHRIE BERHAD,QT250400091,,1.00,107.00
18/Sep/2025 ,SD GUTHRIE BERHAD,QT240100093,,1.00,106.00
22/Sep/2025 ,CB TRADE SERVICES LLC,,10.00,,116.00
23/Sep/2025 ,YANG DIPERTUA MAJLIS DAERAH TANJONG MALIM,QT250800013,,1.00,115.00
24/Sep/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,114.00
24/Sep/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,113.00
24/Sep/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,112.00
25/Sep/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,111.00
25/Sep/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,110.00
25/Sep/2025 ,TERRA SANDS SDN BHD,,,1.00,109.00
26/Sep/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,108.00
30/Sep/2025 ,BIOGREEN EVOLUTION SDN BHD,,,1.00,107.00
30/Sep/2025 ,YANG DIPERTUA MAJLIS DAERAH PERAK TENGAH,QT250800156,,1.00,106.00
30/Sep/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,105.00
30/Sep/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,104.00
30/Sep/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,103.00
30/Sep/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,102.00
30/Sep/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,101.00
30/Sep/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,100.00
30/Sep/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,99.00
30/Sep/2025 ,PERBADANAN PEMBANGUNAN PERTANIAN NEGERI PERAK,,,1.00,98.00
02/Oct/2025 ,CB TRADE SERVICES LLC,,7.00,,105.00
07/Oct/2025 ,OREC CO. LTD,,6.00,,111.00
07/Oct/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,110.00
07/Oct/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,109.00
07/Oct/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,108.00
10/Oct/2025 ,"ZHENGZHOU CHUCHI SHISHANG TRADING CO., LTD.",,20.00,,128.00
13/Oct/2025 ,YANG DIPERTUA MAJLIS DAERAH GERIK,QT250900015,,1.00,127.00
13/Oct/2025 ,YANG DIPERTUA MAJLIS DAERAH PENGKALAN HULU,QT250800025,,1.00,126.00
13/Oct/2025 ,YANG DIPERTUA MAJLIS DAERAH PENGKALAN HULU,QT250800085,,1.00,125.00
23/Oct/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,124.00
23/Oct/2025 ,YANG DIPERTUA MAJLIS DAERAH PERAK TENGAH,QT250900103,,1.00,123.00
27/Oct/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,122.00
27/Oct/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,121.00
27/Oct/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,120.00
27/Oct/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,119.00
27/Oct/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,118.00
31/Oct/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,117.00
31/Oct/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,116.00
31/Oct/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,115.00
31/Oct/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,114.00
31/Oct/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,113.00
31/Oct/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,112.00
31/Oct/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,111.00
31/Oct/2025 ,[Adjust] ,,,-3.00,114.00
10/Nov/2025 ,RUSLAN BIN HJ ISMAIL,,,1.00,113.00
14/Nov/2025 ,YP PLANTATION HOLDINGS SDN BHD,,,1.00,112.00
17/Nov/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,111.00
20/Nov/2025 ,YANG DIPERTUA MAJLIS DAERAH LENGGONG,QT251100021,,1.00,110.00
24/Nov/2025 ,YANG DIPERTUA MAJLIS PERBANDARAN MANJUNG,QT250800012,,1.00,109.00
24/Nov/2025 ,SD GUTHRIE BERHAD,,,1.00,108.00
24/Nov/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,107.00
24/Nov/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,106.00
24/Nov/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,105.00
24/Nov/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,104.00
24/Nov/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,103.00
24/Nov/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,102.00
25/Nov/2025 ,ZULWAN ENTERPRISE SDN BHD,,,1.00,101.00
26/Nov/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,100.00
26/Nov/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,99.00
26/Nov/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,98.00
26/Nov/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,97.00
26/Nov/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,96.00
26/Nov/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,95.00
26/Nov/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,94.00
26/Nov/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,93.00
26/Nov/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,92.00
26/Nov/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,91.00
26/Nov/2025 ,MAJLIS BANDARAYA IPOH,,,1.00,90.00
